August 2026 sales · order detail (WMS export),,,,
Date,Order no.,SKU,Quantity,Customer
09-Aug-26,ORD-102128,SKU-BEV-0219,4,Happy Pet Store
09/08/2026,ORD-102129,SKU-BEA-0062,11,Happy Pet Store
09-Aug-26,ORD-102131,SKU-SNA-0097,10,Wong North Supermarkets
09/08/2026,ORD-102132,SKU-BEA-0062,11,Inkafarma Comas Pharmacy
09-Aug-26,ORD-102132,SKU-TOO-0125,5,Inkafarma Comas Pharmacy
09-Aug-26,ORD-102132,SKU-HOM-0020,3,Lince Vet Center
09/08/2026,ORD-102133,SKU-CLE-0018,17,El Tornillo Hardware
09-Aug-26,ORD-102133,SKU-OFF-0249,5,Wong North Supermarkets
2026-08-09,ORD-102133,SKU-OFF-0225,12,Happy Pet Store
09/08/2026,ORD-102134,SKU-SNA-0315,3,Lince Vet Center
2026-08-09,ORD-102134, SKU-HOM-0015,23,Happy Pet Store
09/08/2026,ORD-102135,SKU-GAR-0113,11,Lince Vet Center
09/08/2026,ORD-102135,sku-bev-0242,5,Delta Construction
2026-08-09,ORD-102135,SKU-GAR-0078,10,Lucero Minimarket
09/08/2026,ORD-102136,SKU-OFF-0283,16,Wong North Supermarkets
09/08/2026,ORD-102136,SKU-FRO-0296,2,Wong North Supermarkets
09-Aug-26,ORD-102137,SKU-FRO-0278,3,Lucero Minimarket
2026-08-09,ORD-102137,SKU-FRO-0278,7,San Martin Corner Store
09-Aug-26,ORD-102138,SKU-FRO-0114,18,Delta Construction
2026-08-09,ORD-102138,SKU-BEV-0118,3,Wong North Supermarkets
2026-08-09,ORD-102139,SKU-HOM-0020,6,El Tornillo Hardware
09/08/2026,ORD-102140,SKU-BEA-0215,15,Andean Group Offices
2026-08-09,ORD-102140,SKU-DAI-0123,7,La Lucha Restaurant
2026-08-09,ORD-102141,SKU-FRO-0288,1,Lucero Minimarket
09/08/2026,ORD-102141,SKU-DAI-0313,18,La Lucha Restaurant
09-Aug-26,ORD-102142,SKU-DAI-0169,11,La Lucha Restaurant
09-Aug-26,ORD-102142,SKU-FRO-0238,11,Andean Group Offices
2026-08-09,ORD-102142,SKU-BEV-0084,1,Delta Construction
09-Aug-26,ORD-102143,SKU-SNA-0171,17,El Tornillo Hardware
2026-08-09,ORD-102144,SKU-HAR-0309,7,Lucero Minimarket
2026-08-09,ORD-102144,SKU-BEA-0126,1,Delta Construction
09/08/2026,ORD-102145,SKU-SNA-0199,6,La Lucha Restaurant
09-Aug-26,ORD-102145,SKU-DAI-0054,4,Wong North Supermarkets
09/08/2026,ORD-102146,SKU-BEA-0308,4,Lucero Minimarket
09-Aug-26,ORD-102147,SKU-BEV-0202,3,San Martin Corner Store
2026-08-09,ORD-102148,SKU-TOO-0295,5,Lucero Minimarket
2026-08-09,ORD-102148,SKU-DAI-0082,4,Happy Pet Store
09/08/2026,ORD-102149,SKU-BEV-0150,1,Inkafarma Comas Pharmacy
2026-08-09,ORD-102149, SKU-BEV-0058,6,San Martin Corner Store
09-Aug-26,ORD-102150,SKU-HOM-0316,2,Delta Construction
2026-08-09,ORD-102150,SKU-HAR-0309,17,Delta Construction
09-Aug-26,ORD-102151,SKU-FRO-0278,4,Inkafarma Comas Pharmacy
09/08/2026,ORD-102151,SKU-BEA-0312,2,Wong North Supermarkets
09-Aug-26,ORD-102152,SKU-BEV-0084,1,La Lucha Restaurant
2026-08-09,ORD-102153,SKU-DAI-0082,3,El Tornillo Hardware
09-Aug-26,ORD-102153,SKU-DAI-0003,10,San Martin Corner Store
2026-08-09,ORD-102153,SKU-TOO-0026,7,Delta Construction
09-Aug-26,ORD-102154,SKU-OFF-0140,1,Inkafarma Comas Pharmacy
09/08/2026,ORD-102155,SKU-PET-0318,8,Wong North Supermarkets
09-Aug-26,ORD-102156,SKU-FRO-0238,13,Inkafarma Comas Pharmacy
09-Aug-26,ORD-102156,SKU-FRO-0114,17,Happy Pet Store
09/08/2026,ORD-102157,SKU-OFF-0236,6,Happy Pet Store
2026-08-09,ORD-102157,SKU-FRO-0278,2,Lucero Minimarket
2026-08-09,ORD-102157,SKU-FRO-0179,1,Delta Construction
2026-08-09,ORD-102158,SKU-FRO-0136,5,Happy Pet Store
09-Aug-26,ORD-102158,SKU-BEV-0219,3,Delta Construction
09-Aug-26,ORD-102158,SKU-FRO-0196,1,El Tornillo Hardware
09-Aug-26,ORD-102159,SKU-BEV-0176,9,San Martin Corner Store
2026-08-09,ORD-102159,SKU-TOO-0245,14,El Tornillo Hardware
09/08/2026,ORD-102160,SKU-PET-0304,4,San Martin Corner Store
2026-08-09,ORD-102160,SKU-DAI-0070,1,San Martin Corner Store
09-Aug-26,ORD-102161,SKU-TOO-0131,16,Inkafarma Comas Pharmacy
09/08/2026,ORD-102161,sku-fro-0136,4,Inkafarma Comas Pharmacy
09/08/2026,ORD-102161,SKU-FRO-0136,2,La Lucha Restaurant
09-Aug-26,ORD-102162,SKU-TOO-0125,3,Inkafarma Comas Pharmacy
2026-08-09,ORD-102162,SKU-BEV-0037,7,San Martin Corner Store
09/08/2026,ORD-102163,SKU-BEA-0193,6,Delta Construction
09/08/2026,ORD-102163,SKU-OFF-0283,14,Happy Pet Store
09/08/2026,ORD-102164,SKU-SNA-0051,5,Lince Vet Center
2026-08-09,ORD-102165,SKU-BEV-0219,9,Lucero Minimarket
2026-08-09,ORD-102165,SKU-OFF-0140,3,La Lucha Restaurant
09-Aug-26,ORD-102165,SKU-DAI-0072,18,Lucero Minimarket
09-Aug-26,ORD-102166,SKU-DAI-0072,9,Delta Construction
09-Aug-26,ORD-102166,SKU-DAI-0082,2,Happy Pet Store
09-Aug-26,ORD-102167,SKU-DAI-0054,4,Andean Group Offices
09/08/2026,ORD-102168,SKU-TOO-0279,12,San Martin Corner Store
09/08/2026,ORD-102168,SKU-SNA-0030,11,Wong North Supermarkets
09/08/2026,ORD-102169,SKU-OFF-0236,2,Delta Construction
09-Aug-26,ORD-102169,SKU-FRO-0213,13,San Martin Corner Store
09-Aug-26,ORD-102170,SKU-HOM-0127,24,Lucero Minimarket
09-Aug-26,ORD-102170,SKU-FRO-0238,9,Lucero Minimarket
2026-08-09,ORD-102170,SKU-GAR-0078,4,Happy Pet Store
09-Aug-26,ORD-102171,SKU-TOO-0279,4,Inkafarma Comas Pharmacy
09-Aug-26,ORD-102172,SKU-DAI-0164,3,San Martin Corner Store
09-Aug-26,ORD-102172,SKU-GAR-0229,1,Delta Construction
2026-08-09,ORD-102172,SKU-HOM-0020,4,Delta Construction
2026-08-09,ORD-102173,SKU-DAI-0303,3,El Tornillo Hardware
09/08/2026,ORD-102173,SKU-HOM-0020,5,Happy Pet Store
09-Aug-26,ORD-102174,SKU-HOM-0289,12,Inkafarma Comas Pharmacy
2026-08-09,ORD-102175,SKU-BEV-0242,10,San Martin Corner Store
09-Aug-26,ORD-102175,SKU-BEA-0291,10,Happy Pet Store
2026-08-09,ORD-102176,SKU-FRO-0109,4,El Tornillo Hardware
2026-08-09,ORD-102176,SKU-FRO-0196,2,Andean Group Offices
09/08/2026,ORD-102176,SKU-FRO-0238,9,Lince Vet Center
2026-08-09,ORD-102177,SKU-FRO-0213,4,La Lucha Restaurant
09/08/2026,ORD-102177,SKU-BEV-0242,22,San Martin Corner Store
09-Aug-26,ORD-102177,SKU-OFF-0284,13,Happy Pet Store
2026-08-09,ORD-102178,SKU-HOM-0289,12,Lince Vet Center
09/08/2026,ORD-102178,SKU-CLE-0108,2,Lince Vet Center
09-Aug-26,ORD-102178,SKU-HOM-0112,9,San Martin Corner Store
09/08/2026,ORD-102179,SKU-DAI-0164,6,Lucero Minimarket
09-Aug-26,ORD-102179,SKU-DAI-0123,6,El Tornillo Hardware
09/08/2026,ORD-102179,SKU-HAR-0285,18,Lince Vet Center
2026-08-09,ORD-102180,SKU-HOM-0289,7,Happy Pet Store
09-Aug-26,ORD-102181,SKU DAI 0123,7,El Tornillo Hardware
09/08/2026,ORD-102181,SKU-PET-0106,7,San Martin Corner Store
09/08/2026,ORD-102182,SKU-HAR-0266,2,Lucero Minimarket
09/08/2026,ORD-102182,SKU-HOM-0166,12,Lince Vet Center
09-Aug-26,ORD-102183,SKU-GAR-0120,8,San Martin Corner Store
09/08/2026,ORD-102184,SKU-DAI-0169,11,Lince Vet Center
09-Aug-26,ORD-102184,SKU-BEV-0192,11,La Lucha Restaurant
09-Aug-26,ORD-102187,SKU-BEV-0084,21,El Tornillo Hardware
09/08/2026,ORD-102188,SKU-OFF-0257,1,Andean Group Offices
2026-08-09,ORD-102189,SKU-OFF-0010,2,El Tornillo Hardware
2026-08-09,ORD-102189,SKU-PET-0076,1,San Martin Corner Store
09-Aug-26,ORD-102189,SKU-BEA-0019,1,Lucero Minimarket
09-Aug-26,ORD-102190,SKU-DAI-0123,5,Lince Vet Center
2026-08-09,ORD-102190,SKU-FRO-0238,16,Lince Vet Center
2026-08-09,ORD-102192,SKU-DAI-0169,9,San Martin Corner Store
2026-08-09,ORD-102192,SKU-CLE-0028,3,Lucero Minimarket
09-Aug-26,ORD-102193,SKU-TOO-0295,12,Lucero Minimarket
2026-08-09,ORD-102194,SKU-BEV-0150,2,El Tornillo Hardware
09/08/2026,ORD-102196,SKU-BEA-0151,9,Inkafarma Comas Pharmacy
09-Aug-26,ORD-102196,SKU-DAI-0184,5,Wong North Supermarkets
09-Aug-26,ORD-102198,SKU-OFF-0284,14,Delta Construction
2026-08-09,ORD-102198,SKU-HOM-0020,3,Andean Group Offices
09/08/2026,ORD-102199,SKU-HAR-0266,3,La Lucha Restaurant
09/08/2026,ORD-102201,SKU-TOO-0091,25,Lucero Minimarket
09/08/2026,ORD-102201, SKU-GAR-0039,6,Lucero Minimarket
09/08/2026,ORD-102201,SKU-HAR-0285,6,Lucero Minimarket
09/08/2026,ORD-102203,SKU-BEV-0150,6,Lince Vet Center
09-Aug-26,ORD-102203,SKU-BEA-0142,3,San Martin Corner Store
09-Aug-26,ORD-102204,SKU-OFF-0043,18,Lucero Minimarket
09-Aug-26,ORD-102204,SKU-OFF-0259,5,Happy Pet Store
2026-08-09,ORD-102205,SKU-FRO-0238,3,La Lucha Restaurant
09/08/2026,ORD-102205,SKU-PET-0102,6,Inkafarma Comas Pharmacy
2026-08-09,ORD-102206,SKU-TOO-0131,7,La Lucha Restaurant
09/08/2026,ORD-102206,SKU-CLE-0248,1,Lince Vet Center
09/08/2026,ORD-102207,SKU-DAI-0072,11,La Lucha Restaurant
2026-08-09,ORD-102207,SKU-TOO-0080,2,San Martin Corner Store
09-Aug-26,ORD-102208,SKU-BEA-0312,17,Delta Construction
2026-08-09,ORD-102208,SKU-DAI-0082,9,Lucero Minimarket
09/08/2026,ORD-102208,SKU-OFF-0259,19,Inkafarma Comas Pharmacy
09/08/2026,ORD-102210,SKU-DAI-0313,17,El Tornillo Hardware
2026-08-09,ORD-102210,SKU-OFF-0283,14,La Lucha Restaurant
09/08/2026,ORD-102210,SKU-BEA-0151,2,Lucero Minimarket
09-Aug-26,ORD-102211,SKU-DAI-0123,1,La Lucha Restaurant
09/08/2026,ORD-102211,SKU-FRO-0196,3,La Lucha Restaurant
09-Aug-26,ORD-102213,SKU-OFF-0283,2,El Tornillo Hardware
2026-08-09,ORD-102214,SKU-TOO-0200,10,Andean Group Offices
2026-08-09,ORD-102214,SKU-HOM-0013,1,Wong North Supermarkets
09/08/2026,ORD-102215,SKU-HOM-0262,14,Andean Group Offices
2026-08-09,ORD-102215,SKU-CLE-0018,14,Lince Vet Center
09/08/2026,ORD-102215,SKU-TOO-0279,1,Lucero Minimarket
2026-08-09,ORD-102216,SKU-DAI-0169,3,Delta Construction
2026-08-09,ORD-102217,SKU-SNA-0315,17,Delta Construction
09-Aug-26,ORD-102217,SKU-FRO-0085,9,Lince Vet Center
09/08/2026,ORD-102218,SKU-GAR-0113,8,Andean Group Offices
2026-08-09,ORD-102219,SKU-BEA-0185,17,El Tornillo Hardware
09-Aug-26,ORD-102219,SKU-OFF-0225,4,Inkafarma Comas Pharmacy
2026-08-09,ORD-102219,SKU-DAI-0123,4,La Lucha Restaurant
09/08/2026,ORD-102220,SKU-FRO-0238,15,Wong North Supermarkets
09/08/2026,ORD-102220,SKU-OFF-0225,12,Lucero Minimarket
2026-08-09,ORD-102221,SKU PET 0146,12,Lince Vet Center
09-Aug-26,ORD-102221,SKU-OFF-0284,13,La Lucha Restaurant
2026-08-09,ORD-102222,SKU-FRO-0296,13,El Tornillo Hardware
09/08/2026,ORD-102222,SKU-CLE-0248,4,San Martin Corner Store
09-Aug-26,ORD-102223,SKU-OFF-0074,10,El Tornillo Hardware
09-Aug-26,ORD-102224,SKU-BEV-0219,1,Happy Pet Store
09-Aug-26,ORD-102225,SKU-FRO-0288,3,El Tornillo Hardware
09-Aug-26,ORD-102225,SKU-DAI-0313,18,Happy Pet Store
09-Aug-26,ORD-102225,SKU-FRO-0278,11,La Lucha Restaurant
2026-08-09,ORD-102226,SKU-FRO-0203,26,Lucero Minimarket
2026-08-09,ORD-102226,SKU-PET-0318,20,Lince Vet Center
2026-08-09,ORD-102227,SKU-HOM-0013,1,Wong North Supermarkets
09-Aug-26,ORD-102227,SKU-DAI-0082,10,Andean Group Offices
09/08/2026,ORD-102229,SKU-OFF-0140,10,Happy Pet Store
09/08/2026,ORD-102229,SKU-PET-0106,8,Inkafarma Comas Pharmacy
2026-08-09,ORD-102230,SKU-PET-0155,6,El Tornillo Hardware
2026-08-09,ORD-102230,SKU-OFF-0007,5,Inkafarma Comas Pharmacy
09/08/2026,ORD-102231,SKU-BEA-0177,5,San Martin Corner Store
2026-08-09,ORD-102231,SKU-SNA-0292,11,Delta Construction
09-Aug-26,ORD-102233,SKU-BEA-0264,7,Andean Group Offices
2026-08-09,ORD-102233,SKU-GAR-0153,18,Lucero Minimarket
09-Aug-26,ORD-102234,SKU-DAI-0070,13,Wong North Supermarkets
09/08/2026,ORD-102234,SKU-CLE-0240,16,Lucero Minimarket
09/08/2026,ORD-102235,SKU-CLE-0248,6,La Lucha Restaurant
09/08/2026,ORD-102235,SKU-DAI-0072,17,Andean Group Offices
2026-08-09,ORD-102236,SKU-FRO-0136,2,Inkafarma Comas Pharmacy
2026-08-09,ORD-102237,SKU HAR 0309,21,Andean Group Offices
09-Aug-26,ORD-102237,SKU-BEA-0019,3,Lince Vet Center
09-Aug-26,ORD-102237,SKU-BEV-0301,6,Wong North Supermarkets
09-Aug-26,ORD-102238,SKU-DAI-0070,14,Happy Pet Store
09/08/2026,ORD-102238,SKU-DAI-0303,4,Andean Group Offices
09/08/2026,ORD-102238,SKU-BEV-0033,4,Andean Group Offices
09/08/2026,ORD-102239,SKU-DAI-0082,3,Lince Vet Center
09-Aug-26,ORD-102240,SKU-FRO-0085,4,Wong North Supermarkets
2026-08-09,ORD-102240,SKU-GAR-0039,2,La Lucha Restaurant
09-Aug-26,ORD-102241,SKU-PET-0106,12,La Lucha Restaurant
2026-08-09,ORD-102241,SKU-OFF-0225,4,La Lucha Restaurant
2026-08-09,ORD-102242,SKU-GAR-0113,21,Delta Construction
09/08/2026,ORD-102242,SKU-FRO-0246,3,Inkafarma Comas Pharmacy
2026-08-09,ORD-102243,SKU-FRO-0272,13,Delta Construction
09-Aug-26,ORD-102244,SKU-FRO-0267,1,El Tornillo Hardware
09/08/2026,ORD-102244,SKU-PET-0040,21,La Lucha Restaurant
09-Aug-26,ORD-102245,SKU-DAI-0072,15,Wong North Supermarkets
2026-08-09,ORD-102245,SKU-BEV-0202,1,Happy Pet Store
2026-08-09,ORD-102246,SKU-FRO-0136,6,La Lucha Restaurant
09/08/2026,ORD-102246,SKU-FRO-0220,4,El Tornillo Hardware
09/08/2026,ORD-102247,SKU-TOO-0221,8,Wong North Supermarkets
2026-08-09,ORD-102248,SKU-PET-0146,3,Wong North Supermarkets
09-Aug-26,ORD-102248,SKU-PET-0017,6,El Tornillo Hardware
09-Aug-26,ORD-102249,SKU-CLE-0108,5,Wong North Supermarkets
09-Aug-26,ORD-102250,SKU-DAI-0070,6,San Martin Corner Store
09-Aug-26,ORD-102250,SKU-SNA-0223,8,Lucero Minimarket
2026-08-09,ORD-102250,SKU-CLE-0018,17,Andean Group Offices
2026-08-09,ORD-102251,SKU-BEA-0291,3,El Tornillo Hardware
10-Aug-26,ORD-102252,SKU-TOO-0067,5,Wong North Supermarkets
2026-08-10,ORD-102252,SKU-CLE-0028,5,El Tornillo Hardware
2026-08-10,ORD-102253,SKU-OFF-0257,2,Delta Construction
2026-08-10,ORD-102253,SKU-OFF-0225,8,Happy Pet Store
10/08/2026,ORD-102254,sku-sna-0057,1,Delta Construction
10-Aug-26,ORD-102255,SKU-DAI-0072,6,Lucero Minimarket
2026-08-10,ORD-102255,SKU-OFF-0074,11,Inkafarma Comas Pharmacy
2026-08-10,ORD-102255,SKU-TOO-0080,3,Delta Construction
2026-08-10,ORD-102256,SKU-BEA-0045,18,El Tornillo Hardware
10/08/2026,ORD-102256,SKU-HOM-0015,5,Lince Vet Center
10-Aug-26,ORD-102257,SKU-PET-0017,1,Inkafarma Comas Pharmacy
10-Aug-26,ORD-102258,SKU-FRO-0196,9,Happy Pet Store
10-Aug-26,ORD-102258,SKU-FRO-0267,7,Delta Construction
10/08/2026,ORD-102259,SKU-HAR-0285,13,Andean Group Offices
10-Aug-26,ORD-102260,SKU-PET-0087,5,Lince Vet Center
10-Aug-26,ORD-102260,SKU-PET-0017,5,Delta Construction
10-Aug-26,ORD-102261,SKU-BEA-0177,4,Wong North Supermarkets
2026-08-10,ORD-102261,SKU-BEV-0084,8,Andean Group Offices
2026-08-10,ORD-102262,SKU-FRO-0196,14,Lucero Minimarket
10-Aug-26,ORD-102263,SKU-GAR-0120,13,Inkafarma Comas Pharmacy
2026-08-10,ORD-102264,SKU-OFF-0236,8,Inkafarma Comas Pharmacy
2026-08-10,ORD-102264,SKU-FRO-0238,3,El Tornillo Hardware
2026-08-10,ORD-102265,SKU-PET-0146,13,Lince Vet Center
10/08/2026,ORD-102265,SKU-HAR-0266,10,Inkafarma Comas Pharmacy
2026-08-10,ORD-102265,SKU-OFF-0074,4,El Tornillo Hardware
10-Aug-26,ORD-102266,SKU-SNA-0051,5,Wong North Supermarkets
10/08/2026,ORD-102268,SKU-GAR-0021,5,Delta Construction
10-Aug-26,ORD-102268,SKU-FRO-0296,3,El Tornillo Hardware
2026-08-10,ORD-102269,SKU-DAI-0082,4,Delta Construction
10/08/2026,ORD-102270,SKU-CLE-0209,9,Lince Vet Center
10/08/2026,ORD-102271,SKU-HAR-0237,8,Lince Vet Center
10-Aug-26,ORD-102271,SKU-FRO-0238,2,Lince Vet Center
10/08/2026,ORD-102272,SKU-BEV-0311,7,San Martin Corner Store
10-Aug-26,ORD-102273,SKU-DAI-0123,1,Delta Construction
10-Aug-26,ORD-102274,SKU-HOM-0015,14,Lucero Minimarket
10/08/2026,ORD-102275,SKU-HOM-0262,11,Wong North Supermarkets
10-Aug-26,ORD-102275,SKU-DAI-0313,17,Delta Construction
2026-08-10,ORD-102276,SKU-HOM-0015,12,La Lucha Restaurant
10/08/2026,ORD-102276,SKU-FRO-0220,2,La Lucha Restaurant
10-Aug-26,ORD-102276,SKU-CLE-0299,16,Delta Construction
2026-08-10,ORD-102277,SKU-OFF-0284,14,Lucero Minimarket
10-Aug-26,ORD-102278,SKU-PET-0040,9,Delta Construction
10/08/2026,ORD-102278,SKU-FRO-0272,25,Lince Vet Center
10/08/2026,ORD-102279, SKU-PET-0017,5,El Tornillo Hardware
10/08/2026,ORD-102279,SKU-FRO-0109,6,Wong North Supermarkets
10/08/2026,ORD-102280,SKU-BEV-0058,23,El Tornillo Hardware
10-Aug-26,ORD-102280,SKU-TOO-0210,2,Delta Construction
10/08/2026,ORD-102280,SKU-OFF-0225,4,San Martin Corner Store
2026-08-10,ORD-102281,SKU-FRO-0014,12,Happy Pet Store
2026-08-10,ORD-102282,SKU-OFF-0043,7,La Lucha Restaurant
10/08/2026,ORD-102282,SKU-TOO-0026,7,San Martin Corner Store
10-Aug-26,ORD-102283,SKU-HOM-0065,6,San Martin Corner Store
10-Aug-26,ORD-102283,SKU-BEV-0174,2,Wong North Supermarkets
2026-08-10,ORD-102283, SKU-PET-0227,6,Andean Group Offices
2026-08-10,ORD-102284,SKU-BEV-0202,1,Lucero Minimarket
10-Aug-26,ORD-102284,SKU-TOO-0080,2,Lince Vet Center
10-Aug-26,ORD-102285,SKU-DAI-0072,14,Happy Pet Store
10/08/2026,ORD-102285,SKU-BEV-0202,4,Lince Vet Center
10-Aug-26,ORD-102287,SKU-DAI-0123,5,El Tornillo Hardware
10-Aug-26,ORD-102288,SKU-HOM-0289,8,Delta Construction
10-Aug-26,ORD-102288,SKU-OFF-0140,15,Delta Construction
10/08/2026,ORD-102288,SKU-PET-0102,2,San Martin Corner Store
10-Aug-26,ORD-102289,SKU-GAR-0229,4,El Tornillo Hardware
10-Aug-26,ORD-102289,SKU-SNA-0188,27,Inkafarma Comas Pharmacy
10/08/2026,ORD-102289,SKU-DAI-0313,11,Lince Vet Center
10/08/2026,ORD-102290,SKU-BEA-0168,11,Happy Pet Store
10-Aug-26,ORD-102291,SKU-DAI-0164,4,Lince Vet Center
10-Aug-26,ORD-102291,SKU-TOO-0067,2,Lucero Minimarket
10/08/2026,ORD-102292,SKU-HOM-0112,6,Lucero Minimarket
10/08/2026,ORD-102292,SKU-BEV-0192,1,Delta Construction
2026-08-10,ORD-102293,SKU-OFF-0074,6,La Lucha Restaurant
10/08/2026,ORD-102294,SKU-CLE-0240,4,Delta Construction
2026-08-10,ORD-102294,SKU-HAR-0309,21,Wong North Supermarkets
2026-08-10,ORD-102295,SKU-DAI-0164,1,Wong North Supermarkets
10/08/2026,ORD-102295,SKU-FRO-0090,13,Inkafarma Comas Pharmacy
10/08/2026,ORD-102296,SKU-FRO-0220,1,Lince Vet Center
2026-08-10,ORD-102297,SKU-GAR-0039,7,Wong North Supermarkets
10-Aug-26,ORD-102298,SKU-DAI-0072,13,Lucero Minimarket
10/08/2026,ORD-102298,SKU-PET-0146,10,El Tornillo Hardware
2026-08-10,ORD-102299,SKU-CLE-0263,13,Delta Construction
10-Aug-26,ORD-102299,SKU-FRO-0114,6,Delta Construction
10-Aug-26,ORD-102301,SKU-GAR-0021,7,Wong North Supermarkets
10/08/2026,ORD-102302,SKU-OFF-0249,8,Lince Vet Center
10-Aug-26,ORD-102302,SKU-HOM-0020,4,Lince Vet Center
10-Aug-26,ORD-102303,SKU-BEA-0034,7,Delta Construction
10/08/2026,ORD-102303,SKU-DAI-0082,9,Delta Construction
10/08/2026,ORD-102304,SKU-HAR-0237,13,Happy Pet Store
10/08/2026,ORD-102304,SKU-TOO-0026,3,Delta Construction
10/08/2026,ORD-102304,SKU-TOO-0122,12,Lince Vet Center
10/08/2026,ORD-102305,SKU-BEV-0219,7,La Lucha Restaurant
2026-08-10,ORD-102305,SKU-CLE-0061,25,Happy Pet Store
10/08/2026,ORD-102306,SKU-BEA-0062,6,Lince Vet Center
2026-08-10,ORD-102306,SKU-PET-0017,1,Delta Construction
2026-08-10,ORD-102307,SKU-BEA-0185,6,Andean Group Offices
10/08/2026,ORD-102307, SKU-FRO-0196,10,Lucero Minimarket
10/08/2026,ORD-102308,SKU-BEV-0219,3,Wong North Supermarkets
10/08/2026,ORD-102309,SKU-HOM-0065,14,Lince Vet Center
10-Aug-26,ORD-102309,SKU-TOO-0245,9,Andean Group Offices
10/08/2026,ORD-102310,SKU-TOO-0295,12,San Martin Corner Store
10/08/2026,ORD-102310,SKU-GAR-0153,2,Happy Pet Store
10/08/2026,ORD-102311,SKU-SNA-0199,12,San Martin Corner Store
10-Aug-26,ORD-102312,SKU-FRO-0272,21,Inkafarma Comas Pharmacy
2026-08-10,ORD-102313,SKU-BEV-0037,6,El Tornillo Hardware
10-Aug-26,ORD-102313,SKU-PET-0106,3,San Martin Corner Store
2026-08-10,ORD-102314,SKU-GAR-0287,2,Andean Group Offices
10-Aug-26,ORD-102314,SKU-OFF-0010,4,Inkafarma Comas Pharmacy
2026-08-10,ORD-102314,SKU-BEA-0148,3,San Martin Corner Store
10/08/2026,ORD-102315,SKU-BEV-0037,4,Delta Construction
10-Aug-26,ORD-102315,SKU-PET-0146,5,Happy Pet Store
10/08/2026,ORD-102315,SKU-HOM-0089,4,La Lucha Restaurant
2026-08-10,ORD-102316,SKU-TOO-0279,12,Lucero Minimarket
2026-08-10,ORD-102318,SKU-DAI-0303,3,La Lucha Restaurant
10-Aug-26,ORD-102319,SKU-BEA-0062,6,Lince Vet Center
2026-08-10,ORD-102319,SKU-BEV-0033,3,San Martin Corner Store
10-Aug-26,ORD-102319,SKU-BEV-0033,4,La Lucha Restaurant
10/08/2026,ORD-102320,SKU-DAI-0313,11,Delta Construction
10-Aug-26,ORD-102320,SKU-BEV-0242,4,El Tornillo Hardware
10-Aug-26,ORD-102321,SKU-DAI-0164,6,Andean Group Offices
10/08/2026,ORD-102322,SKU-FRO-0179,3,San Martin Corner Store
10/08/2026,ORD-102323,SKU-OFF-0283,18,Delta Construction
2026-08-10,ORD-102323,SKU-SNA-0292,6,Happy Pet Store
10/08/2026,ORD-102324,SKU-SNA-0244,4,Wong North Supermarkets
10-Aug-26,ORD-102324,SKU-SNA-0030,18,Happy Pet Store
2026-08-10,ORD-102325,SKU-PET-0270,3,Andean Group Offices
10/08/2026,ORD-102326,SKU-DAI-0082,8,Lucero Minimarket
10/08/2026,ORD-102326,SKU-DAI-0164,6,San Martin Corner Store
10/08/2026,ORD-102327,SKU-HOM-0020,5,Delta Construction
2026-08-10,ORD-102328,SKU-CLE-0028,2,Inkafarma Comas Pharmacy
2026-08-10,ORD-102328,SKU-TOO-0125,10,Lucero Minimarket
2026-08-10,ORD-102329,SKU-BEV-0242,28,Lince Vet Center
2026-08-10,ORD-102330,SKU-SNA-0030,16,Wong North Supermarkets
2026-08-10,ORD-102330,SKU-FRO-0213,8,Andean Group Offices
2026-08-10,ORD-102330,SKU-FRO-0296,20,La Lucha Restaurant
10-Aug-26,ORD-102331,SKU-SNA-0292,12,Andean Group Offices
10-Aug-26,ORD-102331,SKU-GAR-0113,7,Andean Group Offices
10/08/2026,ORD-102331,SKU-SNA-0244,5,Lucero Minimarket
10-Aug-26,ORD-102332,SKU-BEV-0202,6,San Martin Corner Store
2026-08-10,ORD-102332,SKU-FRO-0296,10,Inkafarma Comas Pharmacy
10-Aug-26,ORD-102333,SKU-TOO-0026,1,Happy Pet Store
10/08/2026,ORD-102333,SKU-BEV-0219,8,San Martin Corner Store
2026-08-10,ORD-102334,SKU-SNA-0097,4,La Lucha Restaurant
2026-08-10,ORD-102335,SKU-PET-0106,2,Andean Group Offices
10/08/2026,ORD-102335,SKU-SNA-0292,4,Inkafarma Comas Pharmacy
10/08/2026,ORD-102335,SKU-PET-0227,2,Happy Pet Store
10-Aug-26,ORD-102336,SKU-PET-0076,7,Lince Vet Center
10/08/2026,ORD-102337,SKU-DAI-0164,6,Delta Construction
2026-08-10,ORD-102337,SKU-DAI-0184,8,Wong North Supermarkets
10/08/2026,ORD-102337,SKU-OFF-0284,1,El Tornillo Hardware
2026-08-10,ORD-102338,SKU-FRO-0085,6,Wong North Supermarkets
10/08/2026,ORD-102338,SKU-FRO-0246,2,Lince Vet Center
10/08/2026,ORD-102338,SKU-GAR-0287,4,El Tornillo Hardware
2026-08-10,ORD-102339,SKU-FRO-0246,2,Lince Vet Center
10-Aug-26,ORD-102339,SKU-PET-0106,7,Lince Vet Center
2026-08-10,ORD-102340,SKU-SNA-0199,18,Lince Vet Center
10/08/2026,ORD-102340,SKU-DAI-0164,2,Delta Construction
2026-08-10,ORD-102340,SKU-HAR-0237,14,Delta Construction
